,epoch-8
adjunct_island,0.83
anaphor_gender_agreement,0.653
anaphor_number_agreement,0.844
animate_subject_passive,0.556
animate_subject_trans,0.7686274509803922
causative,0.6229338842975206
complex_NP_island,0.421
coordinate_structure_constraint_complex_left_branch,0.489
coordinate_structure_constraint_object_extraction,0.3333333333333333
determiner_noun_agreement_1,0.505
determiner_noun_agreement_irregular_1,0.472
determiner_noun_agreement_with_adj_irregular_1,0.549
determiner_noun_agreement_with_adjective_1,0.494
distractor_agreement_relational_noun,0.4782608695652174
distractor_agreement_relative_clause,0.43641618497109824
drop_argument,0.6437346437346437
ellipsis_n_bar_1,0.512
ellipsis_n_bar_2,0.7686034658511722
existential_there_object_raising,0.6694129763130793
existential_there_quantifiers_1,0.7513812154696132
existential_there_quantifiers_2,0.204
existential_there_subject_raising,0.6050054406964092
expletive_it_object_raising,0.6621880998080614
inchoative,0.6499372647427855
intransitive,0.7035573122529645
irregular_past_participle_adjectives,0.194
irregular_past_participle_verbs,0.787
irregular_plural_subject_verb_agreement_1,0.5495495495495496
irregular_plural_subject_verb_agreement_2,0.537
left_branch_island_echo_question,0.552
left_branch_island_simple_question,0.295
npi_present_1,0.505
npi_present_2,0.532
only_npi_licensor_present,0.827
only_npi_scope,0.569
passive_1,0.40934371523915464
passive_2,0.4314159292035398
principle_A_c_command,0.364
principle_A_case_1,0.987
principle_A_case_2,0.7185929648241206
principle_A_domain_1,0.998
principle_A_domain_2,0.841
principle_A_domain_3,0.524
principle_A_reconstruction,0.20904522613065327
regular_plural_subject_verb_agreement_1,0.7098515519568152
regular_plural_subject_verb_agreement_2,0.545
sentential_negation_npi_licensor_present,0.976
sentential_negation_npi_scope,0.351
sentential_subject_island,0.336
tough_vs_raising_1,0.4339622641509434
tough_vs_raising_2,0.5905963302752294
transitive,0.49449035812672176
wh_island,0.471
wh_questions_object_gap,0.773109243697479
wh_questions_subject_gap,0.8842975206611571
wh_questions_subject_gap_long_distance,0.891
wh_vs_that_no_gap,0.9416058394160584
wh_vs_that_no_gap_long_distance,0.981
wh_vs_that_with_gap,0.03260869565217391
wh_vs_that_with_gap_long_distance,0.037
