,epoch-6
animate_subject_passive,0.469
animate_subject_trans,0.7607843137254902
causative,0.6456611570247934
complex_NP_island,0.493
coordinate_structure_constraint_complex_left_branch,0.471
coordinate_structure_constraint_object_extraction,0.3141025641025641
determiner_noun_agreement_1,0.523
determiner_noun_agreement_with_adj_irregular_1,0.46
tough_vs_raising_1,0.58157602663707
distractor_agreement_relational_noun,0.49114331723027377
distractor_agreement_relative_clause,0.41329479768786126
drop_argument,0.6142506142506142
ellipsis_n_bar_1,0.591
ellipsis_n_bar_2,0.6717635066258919
existential_there_object_raising,0.5849639546858908
existential_there_quantifiers_1,0.8121546961325967
existential_there_quantifiers_2,0.524
existential_there_subject_raising,0.5712731229597389
expletive_it_object_raising,0.6218809980806143
inchoative,0.7377666248431619
intransitive,0.7747035573122529
irregular_past_participle_adjectives,0.428
irregular_past_participle_verbs,0.737
irregular_plural_subject_verb_agreement_1,0.5645645645645646
irregular_plural_subject_verb_agreement_2,0.621
left_branch_island_echo_question,0.473
left_branch_island_simple_question,0.384
npi_present_1,0.407
npi_present_2,0.393
only_npi_licensor_present,0.43
only_npi_scope,0.302
passive_1,0.3982202447163515
passive_2,0.4258849557522124
principle_A_c_command,0.405
principle_A_case_1,0.774
principle_A_case_2,0.6894472361809045
principle_A_domain_1,0.919
principle_A_domain_2,0.778
principle_A_domain_3,0.524
principle_A_reconstruction,0.3155778894472362
regular_plural_subject_verb_agreement_1,0.7300944669365722
regular_plural_subject_verb_agreement_2,0.587
sentential_negation_npi_licensor_present,0.84
sentential_negation_npi_scope,0.527
sentential_subject_island,0.366
tough_vs_raising_2,0.42545871559633025
transitive,0.4986225895316804
wh_island,0.345
wh_questions_object_gap,0.19327731092436976
wh_questions_subject_gap,0.24793388429752067
wh_questions_subject_gap_long_distance,0.271
wh_vs_that_no_gap,0.08759124087591241
wh_vs_that_no_gap_long_distance,0.137
wh_vs_that_with_gap,0.9021739130434783
wh_vs_that_with_gap_long_distance,0.849
adjunct_island,0.747
anaphor_gender_agreement,0.663
anaphor_number_agreement,0.849
determiner_noun_agreement_irregular_1,0.482
determiner_noun_agreement_with_adjective_1,0.489
