0	0	0-0-0-0-0-0-0-0-0-0-0-0	0-0-0-0-0-0-0-0-0-0-0-0	0-0-0-0-0-0-0-0-0-0-0-0	0-0-0-0-0-0-0-0-0-0-0-0	0-0-0-0-0-0-0-0-0-0-0-0	0-0-0-0-0-0-0-0-0-0-0-0	0-0-0-0-0-0-0-0-0-0-0-0	0-0-0-0-0-0-0-0-0-0-0-0	0-0-0-0-0-0-0-0-0-0-0-0	0-0-0-0-0-0-0-0-0-0-0-0	0-0-0-0-0-0-0-0-0-0-0-0	0-0-0-0-0-0-0-0-0-0-0-0
0	1	0-1-1-1-1-1-1-1-1-1-1-1	0-0-0-1-0-0-0-0-0-0-1-0	0-0-0-2-1-0-1-0-1-0-0-0	0-0-0-1-1-2-0-2-1-0-1-2	1-0-1-1-0-1-2-2-1-0-1-1	1-1-1-1-0-1-0-0-0-1-1-0	1-1-0-0-0-0-0-1-0-0-1-2	1-1-1-1-1-0-1-1-1-0-1-0	0-0-1-1-2-0-0-1-1-1-1-1	0-0-0-1-6-1-1-1-3-0-0-1	0-1-1-1-1-1-0-1-1-1-1-1	1-1-0-0-1-0-1-0-0-1-2-1
0	2	2-2-2-2-2-2-2-2-2-2-2-2	0-2-0-3-3-0-0-2-0-0-1-3	3-2-2-1-3-2-3-3-3-2-2-2	3-3-2-3-3-1-3-1-3-2-3-1	6-0-1-2-3-2-3-3-3-3-1-3	3-2-6-1-2-1-2-2-2-2-2-2	2-2-2-2-2-1-2-3-2-3-4-3	2-1-2-1-2-2-3-2-3-2-1-4	5-2-2-2-1-2-2-2-2-2-1-2	2-2-2-2-3-1-2-2-5-2-2-3	2-2-2-2-2-2-4-2-2-2-2-2	2-3-2-2-1-2-2-2-2-5-1-1
0	3	3-3-3-3-3-3-3-3-3-3-3-3	4-4-4-2-2-0-0-4-0-0-1-2	2-3-3-1-2-2-4-2-5-3-4-4	2-2-2-2-2-2-2-2-2-3-2-1	1-0-1-3-2-4-2-2-2-2-3-2	2-4-3-3-3-2-4-5-3-3-2-3	4-3-5-4-2-3-4-4-6-3-2-2	3-1-2-4-5-2-4-2-2-4-2-2	3-2-2-2-3-3-3-2-4-3-2-4	2-5-3-3-2-0-2-4-8-2-2-5	2-4-2-4-3-2-2-2-2-2-2-3	2-2-2-2-0-2-1-10-4-3-4-3
0	4	5-4-4-4-4-4-3-4-4-4-5-5	4-3-3-5-2-5-5-3-5-4-4-3	2-5-5-4-5-3-3-5-5-3-3-3	5-5-4-6-5-5-2-5-5-4-2-4	2-2-4-5-5-3-5-5-4-2-5-5	2-5-2-5-4-5-3-4-3-4-5-4	4-2-3-3-3-4-3-3-3-4-5-4	4-5-6-3-6-4-3-6-4-3-1-2	5-2-5-6-6-5-4-2-3-3-6-2	5-4-4-2-1-1-7-3-7-2-5-1	5-2-2-3-3-2-2-2-2-4-4-4	2-1-2-2-0-2-4-2-3-1-3-1
0	5	5-5-5-5-5-6-5-5-6-5-6-5	4-3-6-4-5-4-4-6-4-5-4-6	2-4-4-6-4-2-6-6-6-6-6-6	4-4-5-4-4-4-6-4-6-6-5-4	2-0-4-4-4-6-6-4-5-5-4-4	2-4-2-4-5-4-6-3-5-3-4-5	4-4-3-5-6-5-6-6-6-5-4-4	5-4-2-1-3-5-6-4-4-7-1-0	5-3-4-5-5-9-2-5-6-5-4-7	4-3-3-6-5-4-6-6-8-2-2-5	4-6-6-5-6-8-2-6-2-4-7-8	4-5-2-4-5-5-9-5-6-2-9-7
0	6	7-6-7-6-6-5-5-6-5-6-5-7	7-3-5-7-7-5-7-7-8-7-7-5	10-6-7-5-7-6-5-5-5-5-5-5	7-7-6-4-8-7-6-6-5-5-5-8	2-10-8-4-10-5-7-7-6-6-6-8	7-7-2-6-6-4-5-6-6-5-7-6	7-6-5-7-5-6-5-5-6-6-7-6	2-6-7-7-4-6-5-4-6-3-1-0	6-2-6-6-4-7-6-2-5-4-4-2	6-6-6-5-1-1-5-3-7-2-1-5	7-5-5-2-5-6-6-5-2-4-6-6	2-7-10-6-5-2-6-2-5-5-3-1
0	7	7-6-8-7-7-7-7-7-7-7-7-7	6-8-5-6-6-7-6-6-6-6-6-7	6-6-6-8-8-7-8-8-8-7-8-8	6-6-8-4-6-6-6-6-8-8-7-6	2-6-6-4-6-8-6-6-7-7-6-6	6-6-8-7-6-4-7-6-8-7-6-8	6-6-7-6-7-7-7-8-6-8-6-11	5-8-6-7-7-6-5-4-6-5-7-8	7-6-8-8-5-7-6-8-8-8-8-5	6-6-6-8-8-8-8-7-8-2-8-8	8-5-8-7-8-9-6-13-2-2-8-8	8-7-7-8-7-6-4-7-7-13-5-8
0	8	8-9-7-8-8-8-8-8-8-8-8-8	8-9-5-7-8-7-6-7-6-8-6-7	6-7-6-9-7-7-7-7-7-7-7-7	6-7-7-8-6-6-9-6-7-9-7-6	2-6-6-9-6-7-9-7-9-6-6-6	6-6-7-7-9-4-9-7-7-10-8-7	6-8-8-7-7-8-8-7-9-7-6-14	8-7-6-7-7-8-8-6-6-8-8-8	8-6-7-8-7-7-7-7-7-10-7-8	7-6-6-7-8-8-7-11-7-9-8-9	7-5-11-9-8-6-9-12-9-6-7-7	12-8-6-7-7-2-8-8-11-11-13-7
0	9	9-9-9-9-9-10-10-10-9-14-10-10	12-8-7-11-10-10-10-10-9-10-11-11	9-10-10-10-10-10-9-9-11-10-10-9	9-9-10-10-10-10-9-6-8-8-7-6	11-6-6-8-6-7-8-10-8-9-9-11	6-6-8-14-8-11-8-8-7-11-13-7	14-8-9-11-14-6-8-8-8-10-10-10	14-14-6-14-6-3-9-13-6-10-13-14	9-6-9-9-11-5-6-11-9-10-14-11	9-6-6-12-9-9-13-10-7-8-11-8	8-5-11-8-10-10-14-9-10-9-9-9	8-11-14-13-11-13-5-13-11-11-10-12
